url,review_text,star
https://www.amazon.co.jp/product-reviews/4295007900,"写真とはなにか。プロが撮影する写真とはなにか。
スポーツ写真、すでに退化しつつあるプロのフォトグラファーの意地とプライドが詰まっている。

他の追随を許さない突き抜けた完成度がここにある。
カメラの裾野が広がり、デジタルになり、プロとアマの境目が曖昧になっている昨今。
著者の意地とプライドが境界線をはっきりとくっきりと引き直す。

プロとはこういうものだ。と語りかけてくる写真の完成度と表現力。
各分野のカメラマンが意地とプライドを取り戻すきっかけの一つになるであろう写真集。

いまどきスポーツの分野で写真など売れないとマーケティングはいうであろうが
そういう状況は関係ない。いつの時代も圧倒的な存在感と表現力を持った人間がそれを打破すると思う。
それがこの写真集。熱田さんの写真には力がみなぎっていると思う。
このボリュウムで５０００円は安い！
永久保存版にします。素晴らしい！！",5.0
https://www.amazon.co.jp/product-reviews/4295007900,"けど、買う価値がある写真集です。
撮影者がちゃんと色を調整して印刷した写真集はやはり価値があります。
写真は500GPですが、写真セレクトは近年のものが多いです。
テイストは記録写真というより芸術写真よりです。",5.0
https://www.amazon.co.jp/product-reviews/4295007900,"最高〜！
¥5000では安すぎる！",5.0
https://www.amazon.co.jp/product-reviews/4295007900,長年のグランプリでのいろいろなシーンが蘇ります。,5.0
https://www.amazon.co.jp/product-reviews/4295007900,"その場に居るような空気感っと言うか、臨場感あふれる写真集でとても満足しています。
熱田さんのコメントも胸を熱くさせますね。",5.0
https://www.amazon.co.jp/product-reviews/4863132204,"ネット記事で、写真を勉強するのにおすすめとして紹介されていたので読んでみました。
結果的に構図の勉強としては勉強になりました。
また写真すべてに撮影設定が記載されているのがよかったです。
しかしマクロが多用されていたり、F22をバンバン使えという過激な主張をされているところには同意しかねます。
また、著者の写真は非常にやらせ感(人工的な感じ)のあるものが多く、あまり良い写真だとは感じませんでした。
本書内で登場しますが、写真のためにわざわざ咲いている花を摘んで、写真を作り込むところで特に違和感を感じました。
というか不愉快でした。
著者自身、本書のなかで、良い写真のためにはどんなことでもすると書かれていますし、良い写真のために努力しないのは怠慢だというようなことも書かれています。
したがって単純に著者とは写真に対する考え方が違うんだろうなと理解しています。
読んで不愉快になる本は初めてでしたが、構図の勉強という観点で評価するなら良いかと思います。",2.0
https://www.amazon.co.jp/product-reviews/4863132204,写真の出来は撮影対象によって決まるのではなく、構図によって決まるとこの本にはあります。その哲学のもとに、無地のドアに傘を投げて画面に動きと色彩の対比を与えるなどといった独創的かつ実践的な方法があふれんと言わんばかりに掲載されています。それも豊富な作例付きで。例えば、この表紙の写真はどうでしょうか。ヨットがあるとないとでは、印象が違いますよね。青と白の色彩の対比があなたの感性に訴えかけるのです。自分は初心者ではありまたが、これをそのまま頭と感性にインプットすることで満足できる写真が格段に増えました。カメラ始めたての人にこそオススメしたいです。,5.0
https://www.amazon.co.jp/product-reviews/4863132204,"自分の癖を知りたいときにいつも読み直しています。

最近の本にあるこのシーンではこのように撮影すればこういう画ができますよ、ではなく、撮影方法での構図の変化についての説明が細かく書かれています。

どのようにでも弄れるデジタルメインの時代ではありますが、編集をなるべく行わず一回の撮影のみでしっかりと作品をつくるということを見直せる本でもあり、構図についての考え方を勉強するにはもってこいだと思います。",5.0
https://www.amazon.co.jp/product-reviews/4863132204,"購入してよかったです。
最高の本ですヽ(^o^)丿
絶対にこうする必要があるではなく、○○だからこうした方がいいという比較対象の写真があって、非常に初心者のかたでも分かりやすく説明する文章が記載されています。
今まで色んな雑誌を購入しましたが、何か物足りない感じとともに読み物としての不満がありました。
しかし、写真撮影の腕を向上させたいと思っている方や新たな発見をしたい方にはお薦めの本です。",5.0
https://www.amazon.co.jp/product-reviews/4863132204,"「露出を極める」が、とても良い本だったので、購入しました。

印象的な写真を撮るには、構図がとても重要です。
対象を画面いっぱいにとらえたり、三分割法、縦位置横位置の撮影など、
構図を意識することで、作品の印象がいかに変化するか。
本書は、豊富な作例により、構図が作品に与える効果が理解しやすいと感じました。

この本を読むことで、腕前が一層向上することでしょう。",5.0
https://www.amazon.co.jp/product-reviews/4863132204,"なんとなくカメラはじめて何年も経つが好きな写真家さんがブログで紹介してたので買ってみました。
正直何を撮りたいかも定まっていなかったし、綺麗なものを綺麗に撮る。ただそれだけでした。
自分の写真に関して興味が薄かったのか何なのか分かりませんでしたが、これを読んでいるとヒントがたくさんあって、かつ分かりやすい！

写真に対して真面目に向き合えるようになりました。",5.0
https://www.amazon.co.jp/product-reviews/4863132204,"この本は綺麗な写真が多い。
いろいろな写真にチャレンジしていますが、
なかなか思うように撮れないものです。

しかし、この本を見ているとそのうちに何とか
うまく撮れそうな感じがします。

撮り方のヒントを与えてくれるものと思っています。
写真は、機械（カメラ）の問題でなく、
構図とタイミングがすべてと感じています。

これが解っていてもいても行動が・・・。
何ともならないものです。
修行あるのみです。",4.0
https://www.amazon.co.jp/product-reviews/4863132204,"ハイレベルアマチュアを目指して、色々な撮影会に参加して
悲惨な批評を受けた事象を回避方法が数多く書かれてます
今は特にハイレベルアマチュアはどうでも良くて、日々1時間程度かけて
読んで、気になる部分はメモして、自分のスキルアップが楽しくなる本です。",4.0
https://www.amazon.co.jp/product-reviews/4863132204,"構図については勿論のこと、被写界深度についても詳しく触れていて勉強になりました。
しかしながら、パンフォーカスについての言及が中途半端で残念です。",4.0
https://www.amazon.co.jp/product-reviews/4863132204,"このところ自分の写真が似たような構図の写真ばかりになって来たので試しに購入しました。
基本の構図から一歩踏み込んだ内容で色々と勉強になります。",5.0
