url,review_text,star
https://www.amazon.co.jp/product-reviews/463592498X,"だけど付属品はいまいち使い道が見つからない。
原因は小さいからですけどね。卵一個分くらいしか無いのでイマイチ使い道無い。
本の中身は何人かのソロスタイルについて。
どんな道具をもっているのか？
ソロの楽しみやデメリットは？
といった内容でした。結構参考になりましたがやはりソロテントは高いですね。。5万円以上のテントがほとんどで安くても4万はいきそうですね。
ハンモックスタイルは敷居高いですし。
いつかはバックパックだけでキャンプもしたいですけどね。",5.0
https://www.amazon.co.jp/product-reviews/463592498X,付録目的で購入しましたが本の内容もとてもよかったです。ちなみに本来の本の値段は1300円です。メーカー(ブッシュクラフト)としてはこのフライパンを使ってもらって本来の焚き火フライパンを買ってほしいのだと思いますが、1300円の本の付録でこれだけの物がついていて文句がでるのはどうかと・・・付録のフライパンだけで十分1300円で売れると思います。,5.0
https://www.amazon.co.jp/product-reviews/463592498X,"付録のたき火フライパンにつられて購入しました。
思っていたよりしっかりした作りで、長く愛用できそうです。
もとはシルバー色ですが、シーズニングするといい感じで焼き色がつきました。週末のキャンプで活躍してくれそうです。
雑誌の内容もさらっと読めて面白かったです。",5.0
https://www.amazon.co.jp/product-reviews/463592498X,"このフライパンはいいです！
買って正解でした！
シーズニングするのが楽しみです。
本の内容も楽しめて参考になりました。",5.0
https://www.amazon.co.jp/product-reviews/463592498X,付録目的で買ったが、ソロキャンプに関する記事の内容が素晴らしい。キチンとマナーやエチケットに触れていることも好評価。ソロキャンプを考えている人やビギナーにとってはバイブルレベルかと思う。,5.0
https://www.amazon.co.jp/product-reviews/463592498X,"ソロキャンプが初めてという人にお勧めします。
自由なスタイルが紹介されています。",5.0
https://www.amazon.co.jp/product-reviews/463592498X,定価の2倍以上の金額を出したにも関わらず付録がついておらずまた返品することになった。交換もできない商品と言われ単純に手間だけかかった。適当に仕事するなら仕事しないでいただきたい。,1.0
https://www.amazon.co.jp/product-reviews/463592498X,Fast Delivery! A+++++++,5.0
https://www.amazon.co.jp/product-reviews/463592498X,付録目的で購入しましたが、なかなか読み応えのある内容でした。,5.0
https://www.amazon.co.jp/product-reviews/463592498X,付録が目的で購入。,5.0
https://www.amazon.co.jp/product-reviews/463592498X/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=2,商品無事に届きました。ありがとうございました。,5.0
https://www.amazon.co.jp/product-reviews/463592498X/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=2,"耐久性なし。
溶接箇所が、少な過ぎます。
消費者を舐めてるいるのか！
買わないことをお勧めします！",1.0
https://www.amazon.co.jp/product-reviews/463592498X/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=2,"最近の流行に乗っかってイージー路線に降りてきてる感じです。
日本のキャンプの特徴でもありますが、物が超一流ブランドで占められてます。

ソロでブッシュクラフトと言ってもボーイスカウト以下の事しかやらないのにミリタリー風なイメージになってしまうのは、良い物があっても購入を敬遠しがち。人の好みは色々なので否定はしませんが、管理されたキャンプ場に車で行ってサバイバル風って、自分的には大袈裟でちょっと恥ずかしいんだ。メーカーさんにはせめて普通の人向けのカラーも出してほしいと思います。（ここで言っても仕方ないかｗ）

今は狭いキャンプ場に、もはや展示場のようにテンマクとジムニーが並んでます。あれはあれで良いのだけど凄く重くて大きい・・・。それでもここに紹介されている物を使えばお気軽に快適キャンプが出来ますね。なお焚火マークの製品は割高過ぎて買った事がありません。

独身の人も多いし少子化で少人数キャンプ中心になってくるのかな?とも思えます。高級路線のターゲット層は第一次アウトドアブームの層ですね。現地へ行って感じる実感です。少しばかりの不自由と良い空気を楽しみに行くって、なかなか贅沢でいい趣味ですよ。とりあえず薪を燃やしたい。でも臭くなるし服に穴開くし、やっぱガスストーブでいいかなって迷うのは、みんな共通？

日本は狭いから、物に凝るくらいしかないのかな・・・前のアウトドアブームの時も雑誌が出ては消えしましたが、創刊がまた増えてくるのでしょうか。",4.0
https://www.amazon.co.jp/product-reviews/463592498X/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=2,"ソロキャン特集ですが、装備が皆軽装で夏でしか通用しません。シーズン中でも山や海などの風が強い場所、初秋もムリです。
Autumn・Winterというタイトルに惹かれた人は絶対にこの本の内容を信用しないでください。",2.0
https://www.amazon.co.jp/product-reviews/463592498X/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=2,"キャンプ禁止の場所でキャンプ
焚火禁止の場所で焚火
ドローン禁止の場所でドローン飛ばし
猟鳥禁止されてる鳥を撃ち殺し
そんな法律違反ばかりしている
ブッシュクラフト.incの商品付録にしたり
推してるけど問題ないのか？",1.0
